Crop,Temperature (C),Rainfall (mm),Humidity (%),Sunlight (hours),Soil pH,Soil Nitrogen (%),Soil Phosphorus (ppm),Soil Potassium (ppm),Altitude (m),Wind Speed (m/s),Crop Yield (tons/ha)
Tomato,23.28367518,1223.061587,33.72683989,8.886240569,6.342049647,0.913985157,12.74858943,10.16517397,72.60889632,3.286032137,10.29695479
Wheat,23.47151623,1703.878519,60.04340504,8.101341808,6.38046647,2.363507439,10.95522562,12.612783,1870.346223,1.707575902,19.28268068
Sugarcane,29.36948886,544.5023346,67.27941453,4.358828544,6.851791057,2.358853389,7.47805909,21.69617059,2203.087911,13.23387834,21.06352173
Wheat,35.59475961,1932.590767,77.48387978,4.012520842,7.409204111,0.602270763,8.864108305,11.78574101,1831.196586,10.2988487,21.04658971
Wheat,26.40591272,1053.579533,28.47175003,7.351582321,7.753534143,0.642015329,6.202700211,20.64313876,2828.090849,10.0285897,19.15637004
Rice,37.20097661,1398.038603,55.1507527,5.110970611,5.84721282,0.808643131,7.57772722,29.13631278,2235.894688,7.949872844,25.90295945
Potato,35.50031573,1542.323561,57.27448896,7.590824573,5.753177142,1.298737497,18.65201955,34.2406789,687.3515268,6.99911677,25.73257947
Barley,36.14010907,1538.73924,50.09517542,9.383732979,6.326143523,1.112626998,16.8347774,23.39258549,2405.222005,12.33633561,26.94177625
Tomato,25.77463051,978.3002275,60.75391226,6.969379388,7.3032225,1.911171725,15.32607528,21.23658661,542.237595,6.457940077,14.83281789
Potato,34.0476705,1919.966651,43.7838179,8.137915054,6.636730834,0.513420781,10.78811754,33.75160778,1808.167084,1.518898719,26.36439547
Potato,24.1148432,826.8388314,89.16251763,7.63201297,7.564822707,0.781105935,12.28384549,10.8261016,1541.092598,14.46026111,19.69873349
Barley,38.14093325,1121.225336,47.68039876,6.505650089,5.941185552,1.475702394,6.950716738,35.06440709,1142.67111,5.622053517,20.38714531
Barley,30.07357191,1740.06104,88.88092142,6.307243503,8.383406456,1.27896379,10.78267857,20.21161313,1647.152442,2.312175648,25.70534688
Rice,19.2084239,870.36114,78.69844504,6.849485177,7.980444921,1.918027449,7.657563879,25.22339098,2048.292598,3.525558222,23.24320679
Soybean,23.68192598,1370.701401,29.74376909,7.552349994,7.378702964,1.477795664,11.02668201,39.81545167,2646.928548,9.351089372,19.65028773
Peanut,26.5361378,1596.227043,30.35889032,10.82046226,7.63265415,2.313885618,6.985585686,27.79043501,1817.405726,5.301911108,18.77469776
Barley,18.2663086,1685.764691,28.73745698,10.3536853,6.327302705,2.254181162,19.16063141,14.46387908,1414.893035,14.71481067,16.81298653
Barley,29.71828805,1062.994862,40.00484889,5.625784729,7.785394574,1.273081014,12.66913193,24.7697644,1752.973136,12.98365718,23.25149969
Rice,26.08639591,1403.175478,61.39847316,10.45271474,6.929450151,2.492245899,5.892073533,10.09503546,1938.585019,4.476523685,18.09388181
Barley,21.40118913,546.1850745,88.00731297,5.765963908,7.702089288,2.025192789,18.93886097,10.91648371,2622.542598,7.908392713,21.89663843
Cotton,23.96788814,1706.655812,39.51319107,5.685639711,8.372344057,0.51772657,19.96731284,30.30463897,2493.984433,4.419290945,15.73156566
Wheat,23.54456012,1449.359496,24.83206786,4.045326516,8.311273085,2.143853272,17.13774757,36.53272827,2115.101105,1.566061946,16.87494302
Rice,16.94123337,1111.314547,48.49745424,4.528078753,6.546461602,0.721996198,17.12352815,38.43064078,263.333602,14.32672811,16.20870156
Rice,16.92155188,1250.936402,75.61608811,9.656691818,5.650678034,0.645803671,11.04309924,18.85871482,735.533753,4.215067484,22.01004204
Potato,25.12756736,1859.166503,42.50469909,7.811495891,6.178086993,1.780952084,19.68471673,28.10479288,1105.551548,9.71726169,16.45629739
Wheat,32.99478633,1800.400203,51.77627937,10.57145593,7.163972044,1.774181674,12.89417691,23.8951815,742.2276532,4.547910892,20.05000725
Soybean,18.57189903,1663.019226,38.99865663,7.973563383,6.352822279,0.767656726,14.44336545,11.62996104,2258.503441,4.763801929,13.03651941
Peanut,34.57541593,1572.558078,61.54400341,11.16581381,7.249799553,1.433936,10.10556119,38.21345517,294.0106115,13.96331058,26.23581462
Maize,29.12460894,1799.821973,60.02664145,11.25759857,8.32895145,1.344769044,10.65970492,38.08963462,2041.66318,1.74034022,19.71787288
Wheat,38.25427414,1766.373054,67.30934225,5.112926791,6.262694151,2.251022453,7.74210855,18.35318225,432.321921,10.14162347,27.36357728
Tomato,17.63412306,1672.735795,65.0904455,4.385488099,6.580151398,2.413599631,12.50601719,22.98187408,1400.213835,3.13324086,18.35227499
Tomato,16.3088755,1651.351443,49.15531023,10.57743909,8.051044003,0.923988109,14.86030223,24.16845412,2646.462377,3.236110188,21.94531232
Rice,24.86835885,1896.210946,28.80069883,9.896772403,8.423775434,0.604397258,15.23290821,24.04462424,1758.567003,1.280120047,15.0520009
Tomato,35.58273575,1673.023002,58.06640095,4.798934569,7.564133332,0.983777767,18.66603054,35.14796079,2142.679753,14.23268934,19.61529619
Maize,25.10724368,1296.406518,61.65921724,4.079390569,6.892285478,2.426998482,12.7854842,30.32626802,969.9983809,11.60987067,22.35387788
Potato,18.28795667,1785.69434,60.27487823,4.61107956,6.647740971,1.235467302,7.726087861,23.06522876,1029.693128,5.127055582,21.41989611
Sugarcane,23.70238983,1057.608942,20.0947538,6.398404221,7.439376225,2.448388888,17.7059124,10.70784894,2700.753784,11.7479762,18.67410096
Potato,20.17737295,728.4916785,82.96186488,9.681083454,8.312135314,1.706583611,12.10101322,11.79149467,2031.344731,8.733131397,25.01390041
Sugarcane,34.62973858,1986.991852,58.1137633,11.7021468,5.726815122,1.231361497,8.38071902,15.87499252,465.3686992,9.336204623,25.57924404
Maize,18.67406774,1716.685655,64.5168295,7.105325649,7.522390887,1.019809958,10.17788313,37.52457529,906.9882917,7.049824022,24.39910448
Tomato,32.24999343,1535.144837,85.14247634,7.978499569,6.190752762,0.589127647,11.2346328,19.057501,2295.210503,5.314016473,29.71551658
Cotton,30.52271476,1892.990431,73.25980412,8.374877128,6.040923806,1.417195887,13.41311695,35.91884742,1469.933461,13.46512009,26.72069987
Wheat,39.52981323,1689.714311,79.76494452,5.935817043,8.381880927,0.893851409,19.27144716,39.84457882,2149.582277,14.71715598,28.52563462
Cotton,25.92489714,1390.341403,25.11570934,8.978746117,8.44353351,0.8802153,16.88892674,37.23696381,2833.919699,14.40203407,19.85756122
Rice,39.17631704,1089.190664,79.79553344,10.18471233,6.429999812,0.964079658,11.87351976,33.44046522,2882.494965,11.45368603,30.00156362
Tomato,35.88519577,1676.631287,46.38898793,8.415922417,7.914259366,0.592113468,17.12118924,15.33664372,1568.316671,12.12413159,19.65867088
Tomato,25.06910996,1841.964196,20.0309947,11.21106477,5.961421074,2.480172752,19.3227049,24.84025569,1562.524731,7.223240104,20.06973373
Soybean,33.85662433,1877.639648,86.56500162,8.616980688,6.571363478,2.075098172,8.765020749,26.92222087,1107.806461,9.849466106,23.41034
Peanut,36.93389031,1961.558358,21.92634296,10.7185293,7.755316519,0.957388819,19.3448014,14.44533785,2054.672285,3.373353252,20.95325365
Potato,29.50222087,1275.047578,73.11433776,6.259968528,6.559151175,2.288188605,19.1968477,36.77674682,1287.371582,11.70548255,22.59574915
Rice,20.11700273,1386.695455,33.02951284,6.652517593,8.065090605,0.914151618,6.067374278,12.07022778,2825.314335,7.603806569,16.16284763
Potato,35.6686692,571.4618862,70.87244569,10.19124977,6.557807818,2.149575713,12.73489109,23.8988096,183.9396803,4.350437905,24.55303552
Cotton,34.13866876,500.0174521,49.15960799,8.180081449,5.66390326,2.446156326,8.391879969,19.12596159,946.6304112,3.456249932,12.49671798
Soybean,39.17113749,836.4402249,66.41330343,9.935170616,8.045276137,1.345258394,9.543963585,19.75885402,2152.232933,12.251692,19.78045813
Barley,25.14377922,830.732652,73.37380191,8.339768028,5.948804349,1.261379362,11.21704573,32.61489102,110.9805382,4.035294702,19.24578899
Wheat,38.80554464,563.6334473,38.57282963,8.812431034,6.389679737,1.928848328,16.38507924,13.07547892,1565.870669,7.633358334,17.09827356
Tomato,26.22034114,738.5375056,32.61370279,4.785879938,7.910554325,0.744060989,6.876878857,35.51414844,1066.582049,0.462868565,10.97227791
Tomato,23.63354881,1003.415681,88.49678279,10.85229779,7.603509585,1.954113523,13.43109192,38.41272001,1513.963321,5.707765648,19.80904367
Soybean,24.60887596,537.7901209,78.72981294,4.091343868,7.611099339,2.440514219,11.56491992,17.04920215,2129.36948,12.25692213,19.92934282
Wheat,28.51836418,1144.393915,41.61840968,7.85811489,5.855477076,2.423026678,15.71616145,38.5740135,718.8457779,13.1901153,21.7053662
Soybean,30.62572965,974.8244979,77.14875495,8.012123692,5.712674728,1.125726322,19.02945648,35.52040782,2946.621809,9.419900739,21.74308302
Potato,16.29589498,1323.287998,40.13429103,6.454212796,6.55887551,1.742584898,10.01074949,31.98097152,1243.355787,1.025298005,19.13416107
Rice,25.81917199,1528.165825,43.271931,4.452685249,6.621763141,2.388897165,14.62601596,30.14437446,1915.232353,2.984882084,18.86213945
Barley,30.02756739,1985.542673,42.76777341,11.53017959,8.244193345,0.522961319,11.7517479,39.31312699,354.2080191,8.216770416,26.51604001
Tomato,33.44712462,1556.831642,49.59100458,6.772193344,6.692837136,1.028552526,8.079994081,24.49119093,842.1745804,4.311924973,22.09385512
Barley,18.59854784,1393.039492,32.0477422,11.40417766,5.705002315,1.360749499,15.43696216,23.74066635,321.680997,8.300685242,17.14964813
Barley,39.12538424,876.3395685,67.32184016,9.653038959,7.330022251,1.125814788,9.066443806,27.93004848,2604.982119,14.20100593,19.93739316
Peanut,30.30645377,819.627513,85.73399672,4.053457034,7.816903045,1.750409539,10.60332202,11.51466833,1901.085387,5.784202693,25.9404586
Tomato,26.25635615,1936.371523,47.93247223,10.71841285,6.065621817,1.844920996,19.65510432,13.05679303,74.54382957,6.503741889,15.79659671
Cotton,37.8637166,1151.031459,38.10981495,7.475226552,7.670343454,0.518108323,13.84180984,28.39875055,1931.180328,3.6303312,22.93477852
Potato,31.34985231,1727.55435,23.50130038,11.29217035,5.588512165,1.211942065,5.237197943,12.31435506,2737.946441,5.322912461,18.97927682
Peanut,29.92739425,1392.204822,46.05402743,6.664278974,8.154892925,1.266568479,12.40251488,18.49914287,2370.970035,5.961722353,20.69811901
Sugarcane,33.44793483,1282.173536,24.79211035,6.968903507,8.262299825,1.66889782,13.07497915,18.06560543,1136.924314,13.43019134,19.32891303
Potato,34.68433363,1117.0092,81.16060441,9.103634101,8.000929402,1.49886354,13.02538257,14.33162896,2362.762708,6.290844175,24.37595047
Peanut,15.54783322,951.5691168,55.18418698,4.449408619,6.973287188,2.354221258,6.580898272,32.93322184,1258.529607,9.827605718,13.80174536
Barley,17.79701541,1274.636582,75.05656677,11.54025046,7.740329919,1.941131097,17.39732135,23.38603663,2427.241371,0.119466071,26.20311645
Potato,28.8345047,882.3233734,71.9771583,4.613086452,8.117907408,2.156233658,8.240901744,34.27973195,2369.755313,9.483248966,20.45414105
Peanut,38.52802031,1814.47915,27.17975738,7.141845946,7.160113569,1.506264945,7.907946019,35.76450314,2046.97531,12.56862562,25.54785931
Maize,25.36290162,519.8765503,40.71600222,7.67351387,6.733280827,1.943858455,10.77205426,24.68129347,1317.345347,11.10939223,19.34509501
Cotton,33.31002623,1272.400025,31.29539607,4.6684347,5.557386899,0.831496354,18.36283302,17.24610525,1095.100415,1.580182267,15.00548402
Tomato,20.29735826,966.5037421,31.68517496,5.94983586,6.302802397,1.171347666,16.24085679,27.15736612,2959.427682,6.221037405,19.37681294
Wheat,28.5226251,1544.644711,69.15022673,5.373551262,7.000338256,1.32391619,18.05790449,28.94256764,1620.886996,1.730919633,23.85303364
Sugarcane,18.57104912,1538.110471,34.43764797,7.134874986,8.187024333,0.908632767,12.61707596,22.57814983,103.4659211,11.8913717,11.26035763
Maize,29.01695737,1442.639685,68.20421405,6.026179068,5.52993633,1.946887325,13.03484899,35.0835311,2473.095671,12.64989252,23.23595807
Maize,22.1377195,1297.366095,55.73932568,10.56479006,6.713705969,1.468688853,5.200515249,22.29217709,1960.933987,0.232624959,17.36748656
Rice,16.6743403,1816.02568,47.25834573,8.334087714,8.404197436,0.633129456,14.72477011,12.22316268,1157.633339,12.05721818,17.47072135
Peanut,23.02905382,830.1669889,44.5364374,6.98026619,5.706141033,1.239148399,11.9635778,31.68213257,1987.35198,10.63148483,12.48284124
Rice,31.54210721,1225.984052,20.3719433,10.43595714,7.81842872,1.596838326,5.996949887,32.99545149,1771.955084,11.72939966,20.68969136
Sugarcane,31.93683537,1637.752821,21.02397812,5.657938398,7.639707604,1.273240345,14.9372592,20.40887979,1202.727699,2.380183105,15.63169173
Maize,25.82907778,1661.454024,79.68094685,8.333171346,7.774801876,1.113809026,11.22456823,31.38333029,1189.325379,8.827574027,20.37486675
Rice,25.62127107,1861.757771,55.49417527,5.503363047,5.730915008,1.89231229,10.74198147,34.6549284,1995.556767,11.94362176,19.73701928
Barley,28.33128498,1455.142576,72.37629819,5.800335009,7.086173257,2.151835415,11.94672071,18.35372639,1981.391772,12.35651094,18.08339095
Cotton,35.37349321,1667.037865,73.25959317,5.501779246,5.765154841,1.897897657,10.52520821,22.97038679,141.8898237,3.893646739,18.05188242
Cotton,37.21160275,1736.490338,64.10279149,10.86496315,7.851317167,1.357969864,8.015977281,25.4260312,2221.875203,6.546293981,27.10654012
Rice,36.12178369,873.5131042,60.36916792,4.538047312,5.78475381,2.497785224,9.899588741,32.44551736,2429.661906,12.87034907,26.78908477
Maize,29.27905747,956.0454087,42.26731128,11.68927533,8.175132596,2.198358011,11.09017703,10.41095651,286.655627,4.682945523,12.15064274
Potato,30.59357712,1643.453937,22.72566117,10.69695702,7.3585786,1.626790701,14.36921072,35.93299741,1781.462694,8.714255698,24.94674897
Maize,26.05734514,1561.0955,47.24613302,5.8310037,7.290555631,2.356364196,18.9370928,20.25715834,1606.648525,3.174538479,24.86356533
Rice,31.23772324,1706.62109,70.05701129,8.745265752,5.660043991,1.409528685,15.12179453,30.32594842,1150.711724,14.1253798,20.41804894
Cotton,16.35976871,1466.385085,88.19733579,4.558405237,7.164063129,1.9955887,17.1538788,22.41482396,652.2913495,0.635134182,21.41877717
Wheat,35.93417699,754.5926429,21.34014076,10.23282069,7.329092275,1.899279139,17.57232462,34.08432804,2884.714433,8.039026183,19.29992709
Rice,29.31518082,915.5187865,84.49152585,8.665526434,7.278520542,1.209849322,5.77984028,10.95231296,1298.838675,1.268480671,22.35083449
Soybean,21.15715047,1536.019657,61.7743494,8.012605599,8.428560925,1.866907555,10.63161665,34.00220296,2659.520714,1.878308393,19.05175779
Cotton,37.43414664,1433.9458,88.13678334,7.72007614,8.042163792,0.624788137,10.02918575,12.01049613,2927.262244,12.25460861,30.15053282
Maize,28.79692841,1684.114133,49.13526412,5.344945027,6.924852896,0.610445041,19.13575181,12.24463616,1343.44731,7.948218916,25.01550882
Tomato,39.19403663,1159.61073,39.48579372,10.38634558,6.478761754,1.098766747,8.487589883,13.89036935,806.56603,5.329796227,21.19239131
Soybean,20.26267349,1713.53546,30.28453465,6.741161172,8.093976766,0.809850622,6.241052534,24.53613985,942.1375583,8.451125467,19.60170501
Cotton,26.96240291,1670.83404,41.25367567,6.493518628,5.509422718,0.848486803,18.13108438,23.25239475,2953.491773,5.935619454,23.27227495
Cotton,25.46518187,1187.647136,70.75042534,8.594300601,7.501637012,2.054098571,17.9330446,19.4162649,1637.166981,12.60162118,26.2721778
Tomato,38.51048018,523.734758,56.59320991,7.76693885,7.468165066,1.619157709,15.30558726,29.74247754,395.1845883,11.9957687,15.80535011
Sugarcane,26.34974778,1643.670438,28.82014195,5.571353727,8.354334477,0.850983255,13.51590977,27.379434,1494.392163,9.671178729,15.63408734
Sugarcane,38.30806896,1612.403929,39.55911189,5.05322871,8.06411035,0.830604572,17.81391183,24.7229502,1249.342512,13.54786168,22.47535778
Barley,39.24816313,1356.890705,30.01007859,6.996385947,7.89319679,1.234781457,6.305258275,26.70354733,2543.106512,11.93889581,17.76660744
Tomato,15.63093365,878.9690459,56.40518428,8.175624028,7.266799225,2.003352344,14.35216746,28.00844382,207.8676656,5.647954317,13.10325906
Soybean,26.45808986,1026.829081,26.56435684,7.889043882,8.262218951,0.580118238,9.371913702,16.22622809,752.5326283,13.62651828,14.78025555
Wheat,34.31290715,1553.732512,63.06775573,10.08339449,7.038766494,1.908166543,19.0275813,21.27415048,2138.959413,7.13531727,26.04039121
Cotton,16.13631251,1469.900666,35.87188291,9.360260302,6.904990558,2.047105484,6.851012228,28.78967055,871.4886503,12.79472993,20.35840401
Wheat,34.90018506,1630.601106,35.08505312,6.688056472,6.897047625,2.046762096,18.72448798,15.674173,2770.98408,10.43436979,22.77422141
Peanut,24.80233942,1626.154474,28.78404078,10.18217136,6.210799975,1.85478626,13.48672332,37.87434152,1192.601428,0.992477833,13.91068992
Maize,28.11839094,1662.866078,36.409792,6.760669964,5.590311617,2.422984649,15.0180186,37.99615263,833.2144019,9.171954168,21.21645916
Barley,22.39136354,1429.42389,61.97392979,8.050642475,6.55123975,2.32586201,10.09655363,23.66857469,2050.435801,8.145321463,19.15050279
Maize,22.79698589,1009.957796,25.52575821,7.542385092,6.283145579,1.186773404,17.51857685,38.06453541,597.9125624,5.587633973,19.62423118
Tomato,20.9997341,1565.198961,39.10649963,6.731402157,6.846336412,2.326465361,7.840901268,10.15079658,227.2844106,13.57149513,17.21889485
Potato,29.44727782,1856.539662,77.21854931,10.05638492,5.666816565,0.513755924,8.186709158,29.90570782,1263.032592,6.036093889,28.295279
Soybean,33.93661114,942.6085239,40.91999947,4.856457428,6.82017414,1.959423813,19.10331208,28.11390976,2596.249836,12.33741974,16.90614642
Wheat,17.92308839,1523.229742,86.49297678,5.096715665,7.701649392,1.764476302,13.75407556,21.70360704,1097.638361,0.678737835,18.47611026
Sugarcane,31.46653387,1897.332371,77.46867121,8.532842071,7.471091495,2.296772933,10.99278177,19.80384118,81.89269672,12.39826611,26.50557596
Cotton,17.46843017,613.4916559,45.30789791,4.737343668,7.255235327,0.952550502,18.43546945,33.50500243,2114.130358,9.254160411,19.69451466
Sugarcane,19.31309692,1351.961446,40.74503295,11.50652583,7.956220688,2.467134413,8.895062584,39.09170898,1322.139916,5.21278193,13.86293845
Soybean,15.6812503,1285.379728,35.27819109,11.91545413,7.223310268,0.775770539,15.33143811,36.932307,2248.279511,1.146597916,21.8889546
